year,prop1_black_cast,prop1_black_composers,prop1_black_creators,prop1_black_directors,prop1_black_executive_producers,prop1_black_presenters,prop1_black_producers,prop1_female_cast,prop1_female_composers,prop1_female_creators,prop1_female_directors,prop1_female_executive_producers,prop1_female_presenters,prop1_female_producers,prop_black_cast,prop_black_composers,prop_black_creators,prop_black_directors,prop_black_executive_producers,prop_black_presenters,prop_black_producers,prop_female_cast,prop_female_composers,prop_female_creators,prop_female_directors,prop_female_executive_producers,prop_female_presenters,prop_female_producers
1991-1992,0.0963855421687,0.0,0.0215384615385,0.0243902439024,0.05,0.0582524271845,0.0127388535032,0.470149253731,0.0357142857143,0.217514124294,0.337662337662,0.278735632184,0.406896551724,0.426086956522,0.0174496644295,0.0,0.0112994350282,0.0122699386503,0.00569800569801,0.0377358490566,0.00448430493274,0.429530201342,0.020618556701,0.118644067797,0.128834355828,0.179487179487,0.339622641509,0.242152466368
1992-1993,0.110344827586,0.010582010582,0.010498687664,0.0335570469799,0.0167224080268,0.0731707317073,0.0,0.48093220339,0.0360824742268,0.235154394299,0.28,0.31941031941,0.39880952381,0.398406374502,0.019404915912,0.00826446280992,0.00540540540541,0.0161290322581,0.00578034682081,0.034188034188,0.0,0.454075032342,0.0330578512397,0.140540540541,0.123655913978,0.208092485549,0.324786324786,0.247663551402
1993-1994,0.0962199312715,0.00970873786408,0.0160857908847,0.0620689655172,0.0316455696203,0.0458015267176,0.00568181818182,0.486652977413,0.0825688073394,0.274647887324,0.293413173653,0.34762979684,0.463687150838,0.457249070632,0.0190023752969,0.00675675675676,0.010101010101,0.0162162162162,0.00761421319797,0.0366972477064,0.00515463917526,0.431116389549,0.0472972972973,0.146464646465,0.108108108108,0.205583756345,0.330275229358,0.242268041237
1994-1995,0.0909090909091,0.00460829493088,0.0203562340967,0.018691588785,0.0658682634731,0.0588235294118,0.0239520958084,0.475708502024,0.0689655172414,0.23006833713,0.3203125,0.328018223235,0.44262295082,0.434599156118,0.0196304849885,0.0062893081761,0.0134529147982,0.00632911392405,0.00909090909091,0.039603960396,0.0154639175258,0.422632794457,0.0314465408805,0.156950672646,0.113924050633,0.204545454545,0.356435643564,0.252577319588
1995-1996,0.126623376623,0.00888888888889,0.0248756218905,0.0333333333333,0.046875,0.0642201834862,0.030612244898,0.48,0.0788381742739,0.23311546841,0.34,0.341685649203,0.390070921986,0.408560311284,0.030303030303,0.00684931506849,0.016,0.0141509433962,0.00845665961945,0.0408163265306,0.0185185185185,0.41975308642,0.0479452054795,0.176,0.150943396226,0.211416490486,0.30612244898,0.231481481481
1996-1997,0.135294117647,0.0176211453744,0.021686746988,0.0521739130435,0.0345821325648,0.0818181818182,0.0452261306533,0.483516483516,0.0819672131148,0.231759656652,0.361111111111,0.329113924051,0.401408450704,0.390438247012,0.0243161094225,0.0194805194805,0.0111111111111,0.0167364016736,0.00968992248062,0.0327868852459,0.0176211453744,0.415400202634,0.0454545454545,0.207407407407,0.129707112971,0.203488372093,0.418032786885,0.246696035242
1997-1998,0.1642228739,0.00865800865801,0.0211267605634,0.0396825396825,0.0461956521739,0.0733944954128,0.0298507462687,0.475563909774,0.107142857143,0.245867768595,0.339869281046,0.303901437372,0.397260273973,0.392727272727,0.0276639344262,0.0132450331126,0.0120481927711,0.0280898876404,0.00978473581213,0.0283687943262,0.00909090909091,0.406762295082,0.046357615894,0.176706827309,0.11797752809,0.197651663405,0.41134751773,0.240909090909
1998-1999,0.152694610778,0.0125523012552,0.0338600451467,0.031746031746,0.0438356164384,0.0588235294118,0.0152284263959,0.474480151229,0.106463878327,0.211498973306,0.32,0.317718940937,0.367231638418,0.431654676259,0.0279569892473,0.0131578947368,0.0275590551181,0.0116279069767,0.0120240480962,0.0298507462687,0.00507614213198,0.401075268817,0.0592105263158,0.153543307087,0.127906976744,0.196392785571,0.417910447761,0.258883248731
1999-2000,0.187347931873,0.00836820083682,0.0320641282565,0.0206896551724,0.0471698113208,0.0636942675159,0.00561797752809,0.481012658228,0.124528301887,0.234458259325,0.265060240964,0.322807017544,0.36320754717,0.408,0.0257787325456,0.00709219858156,0.0260869565217,0.0194805194805,0.0137524557957,0.0211267605634,0.00526315789474,0.417830290011,0.0851063829787,0.160869565217,0.0909090909091,0.174852652259,0.352112676056,0.273684210526
2000-2001,0.14440433213,0.00985221674877,0.035175879397,0.0338983050847,0.0529595015576,0.0487804878049,0.0193548387097,0.466063348416,0.125,0.249438202247,0.351351351351,0.359550561798,0.390532544379,0.448113207547,0.0234042553191,0.00699300699301,0.0229007633588,0.0078125,0.0123966942149,0.025,0.0127388535032,0.415957446809,0.0769230769231,0.190839694656,0.125,0.20041322314,0.375,0.286624203822
2001-2002,0.15034965035,0.00588235294118,0.0366492146597,0.00833333333333,0.037542662116,0.0666666666667,0.0161290322581,0.472160356347,0.114754098361,0.22380952381,0.346405228758,0.348258706468,0.385093167702,0.466666666667,0.0211193241816,0.00704225352113,0.0257510729614,0.00621118012422,0.0114722753346,0.0333333333333,0.00636942675159,0.423442449842,0.0704225352113,0.197424892704,0.142857142857,0.187380497132,0.375,0.324840764331
2002-2003,0.151851851852,0.00641025641026,0.0402144772118,0.0,0.0334448160535,0.0891719745223,0.0,0.46062052506,0.0314465408805,0.195979899497,0.325925925926,0.329268292683,0.326315789474,0.466666666667,0.0240722166499,0.00649350649351,0.0281124497992,0.0,0.00750469043152,0.044776119403,0.0,0.427281845537,0.025974025974,0.152610441767,0.138888888889,0.193245778612,0.350746268657,0.312849162011
2003-2004,0.140625,0.0260416666667,0.0471464019851,0.0077519379845,0.0308641975309,0.0592592592593,0.0272108843537,0.478260869565,0.0761421319797,0.229545454545,0.365853658537,0.36460554371,0.329341317365,0.437185929648,0.0229166666667,0.0138888888889,0.0337552742616,0.00641025641026,0.00739371534196,0.042735042735,0.0164835164835,0.417708333333,0.0486111111111,0.177215189873,0.153846153846,0.186691312384,0.393162393162,0.307692307692
2004-2005,0.151943462898,0.0233918128655,0.0335195530726,0.00952380952381,0.0364238410596,0.0869565217391,0.0347222222222,0.482678983834,0.0847457627119,0.240310077519,0.362204724409,0.353919239905,0.327272727273,0.460396039604,0.0252427184466,0.0192307692308,0.0222222222222,0.00862068965517,0.00829187396352,0.048,0.0173410404624,0.407766990291,0.0384615384615,0.2,0.155172413793,0.200663349917,0.376,0.364161849711
2005-2006,0.108695652174,0.0104166666667,0.046683046683,0.018691588785,0.0403458213256,0.078125,0.0564971751412,0.482041587902,0.0653266331658,0.232183908046,0.303278688525,0.379377431907,0.348101265823,0.441666666667,0.0171790235081,0.0133333333333,0.0251046025105,0.00990099009901,0.00917431192661,0.0420168067227,0.0253164556962,0.412296564195,0.0466666666667,0.188284518828,0.0990099009901,0.207951070336,0.428571428571,0.430379746835
2006-2007,0.129834254144,0.0,0.0304347826087,0.0149253731343,0.0504587155963,0.0913978494624,0.0661478599222,0.48167539267,0.09375,0.239669421488,0.279220779221,0.377179080824,0.370212765957,0.419718309859,0.0206084396467,0.0,0.0189573459716,0.00854700854701,0.00754147812971,0.031847133758,0.0234375,0.401373895976,0.0679012345679,0.175355450237,0.136752136752,0.218702865762,0.394904458599,0.375
2007-2008,0.144186046512,0.0,0.0314960629921,0.0,0.0482897384306,0.0780487804878,0.0127118644068,0.47619047619,0.105263157895,0.225988700565,0.289308176101,0.364145658263,0.370656370656,0.43063583815,0.0236148955495,0.0,0.0180995475113,0.0,0.00672043010753,0.028901734104,0.0111524163569,0.397820163488,0.0740740740741,0.180995475113,0.137096774194,0.212365591398,0.381502890173,0.382899628253
2008-2009,0.162105263158,0.0,0.0311355311355,0.0,0.0591397849462,0.0673076923077,0.0436241610738,0.480536912752,0.110778443114,0.225085910653,0.259036144578,0.371604938272,0.36329588015,0.419277108434,0.0251865671642,0.0,0.0225225225225,0.0,0.00919842312746,0.0251572327044,0.015037593985,0.386194029851,0.0705882352941,0.166666666667,0.12037037037,0.219448094612,0.40251572327,0.375939849624
2009-2010,0.128378378378,0.0,0.0384615384615,0.0,0.0644391408115,0.093137254902,0.0144927536232,0.46908315565,0.116,0.210268948655,0.265734265734,0.365935919056,0.42803030303,0.465346534653,0.0188305252725,0.0,0.0166666666667,0.0,0.00859598853868,0.0314465408805,0.00749063670412,0.380574826561,0.0699300699301,0.166666666667,0.14,0.219197707736,0.389937106918,0.378277153558
2010-2011,0.134948096886,0.0,0.0420168067227,0.0,0.0656565656566,0.108695652174,0.0172413793103,0.488172043011,0.0696721311475,0.234666666667,0.263636363636,0.376554174067,0.412017167382,0.428015564202,0.0174291938998,0.0,0.0225988700565,0.0,0.00906344410876,0.0314465408805,0.00793650793651,0.403050108932,0.0534351145038,0.158192090395,0.135802469136,0.211480362538,0.446540880503,0.349206349206
