no,year,period,day,season,channel,channel_optional,program,begin,end
35335,2015-2016,prime time,Tuesday,Fall,NBC,,Best Time Ever with Neil Patrick Harris (#83 - 5.56 million),10:00 PM,*10:30 PM
35336,2015-2016,prime time,Tuesday,,NBC,Follow-up,Best Time Ever with Neil Patrick Harris (#83 - 5.56 million),8:00 PM,9:00 PM
35337,2015-2016,prime time,Tuesday,,NBC,Follow-up,The Voice (#12 - 12.62 million),9:00 PM,10:00 PM
35338,2015-2016,prime time,Tuesday,,NBC,Follow-up,Chicago Fire (#31 - 10.47 million),10:00 PM,*10:30 PM
35339,2015-2016,prime time,Tuesday,,NBC,Follow-up,The Voice (#12 - 12.62 million),8:00 PM,9:00 PM
35340,2015-2016,prime time,Tuesday,,NBC,Follow-up,Chicago Med (#37 - 9.83 million),9:00 PM,10:00 PM
35342,2015-2016,prime time,Tuesday,Winter,NBC,,Hollywood Game Night (#115 - 4.20 million),8:00 PM,9:00 PM
35343,2015-2016,prime time,Tuesday,Winter,NBC,,Chicago Med (#37 - 9.83 million),9:00 PM,10:00 PM
35344,2015-2016,prime time,Tuesday,Winter,NBC,,Chicago Fire (#31 - 10.47 million),10:00 PM,*10:30 PM
35345,2015-2016,prime time,Tuesday,Spring,NBC,,The Voice (#12 - 12.62 million),8:00 PM,10:00 PM
35346,2015-2016,prime time,Tuesday,Spring,NBC,,Chicago Fire (#31 - 10.47 million),10:00 PM,*10:30 PM
35350,2015-2016,prime time,Tuesday,Summer,NBC,,America's Got Talent,8:00 PM,10:00 PM
35351,2015-2016,prime time,Tuesday,Summer,NBC,,Maya & Marty,10:00 PM,*10:30 PM
35352,2015-2016,prime time,Tuesday,,NBC,Follow-up,America's Got Talent,8:00 PM,10:00 PM
35353,2015-2016,prime time,Tuesday,,NBC,Follow-up,Better Late Than Never,10:00 PM,*10:30 PM
35354,2015-2016,prime time,Wednesday,Fall,ABC,,The Middle (#53 - 8.15 million),8:00 PM,8:30 PM
35355,2015-2016,prime time,Wednesday,Fall,ABC,,The Goldbergs (#57 - 7.63 million),8:30 PM,9:00 PM
35356,2015-2016,prime time,Wednesday,Fall,ABC,,Modern Family (#36 - 9.83 million),9:00 PM,9:30 PM
35357,2015-2016,prime time,Wednesday,Fall,ABC,,Black-ish (#60 - 7.22 million),9:30 PM,10:00 PM
35358,2015-2016,prime time,Wednesday,Fall,ABC,,Nashville (#70 - 6.21 million),10:00 PM,*10:30 PM
35359,2015-2016,prime time,Wednesday,Winter,ABC,,The Middle (#53 - 8.15 million),8:00 PM,8:30 PM
35360,2015-2016,prime time,Wednesday,Winter,ABC,,The Goldbergs (#57 - 7.63 million),8:30 PM,9:00 PM
35361,2015-2016,prime time,Wednesday,Winter,ABC,,Modern Family (#36 - 9.83 million),9:00 PM,9:30 PM
35362,2015-2016,prime time,Wednesday,Winter,ABC,,Black-ish (#60 - 7.22 million),9:30 PM,10:00 PM
35363,2015-2016,prime time,Wednesday,Winter,ABC,,American Crime (#73 - 6.03 million),10:00 PM,*10:30 PM
35364,2015-2016,prime time,Wednesday,Spring,ABC,,The Middle (#53 - 8.15 million),8:00 PM,8:30 PM
35365,2015-2016,prime time,Wednesday,Spring,ABC,,The Goldbergs (#57 - 7.63 million),8:30 PM,9:00 PM
35366,2015-2016,prime time,Wednesday,Spring,ABC,,Modern Family (#36 - 9.83 million),9:00 PM,9:30 PM
35367,2015-2016,prime time,Wednesday,Spring,ABC,,Black-ish (#60 - 7.22 million),9:30 PM,10:00 PM
35368,2015-2016,prime time,Wednesday,Spring,ABC,,Nashville (#70 - 6.21 million),10:00 PM,*10:30 PM
35369,2015-2016,prime time,Wednesday,Summer,ABC,,The Middle (#53 - 8.15 million),8:00 PM,8:30 PM
35370,2015-2016,prime time,Wednesday,Summer,ABC,,The Goldbergs (#57 - 7.63 million),8:30 PM,9:00 PM
35371,2015-2016,prime time,Wednesday,Summer,ABC,,Modern Family (#36 - 9.83 million),9:00 PM,9:30 PM
35372,2015-2016,prime time,Wednesday,Summer,ABC,,Black-ish (#60 - 7.22 million),9:30 PM,10:00 PM
35373,2015-2016,prime time,Wednesday,Summer,ABC,,Fresh Off the Boat (R),10:00 PM,10:30 PM
35374,2015-2016,prime time,Wednesday,Summer,ABC,,The Real O'Neals (R),10:30 PM,*10:30 PM
35375,2015-2016,prime time,Wednesday,,ABC,Follow-up,Encore comedy programming,8:00 PM,10:00 PM
35376,2015-2016,prime time,Wednesday,,ABC,Follow-up,Modern Family (R),10:00 PM,10:30 PM
35377,2015-2016,prime time,Wednesday,,ABC,Follow-up,Black-ish (R),10:30 PM,*10:30 PM
35378,2015-2016,prime time,Wednesday,,ABC,Follow-up,The Goldbergs (R),8:00 PM,9:00 PM
35379,2015-2016,prime time,Wednesday,,ABC,Follow-up,Modern Family (R),9:00 PM,9:30 PM
35380,2015-2016,prime time,Wednesday,,ABC,Follow-up,Black-ish (R),9:30 PM,10:00 PM
35382,2015-2016,prime time,Wednesday,,ABC,Follow-up,The Middle (R),10:30 PM,*10:30 PM
35383,2015-2016,prime time,Wednesday,Fall,CBS,,Survivor: Cambodia (#26 - 10.99 million),8:00 PM,9:00 PM
35384,2015-2016,prime time,Wednesday,Fall,CBS,,Criminal Minds (#16 - 12.21 million),9:00 PM,10:00 PM
35385,2015-2016,prime time,Wednesday,Fall,CBS,,Code Black (#34 - 10.18 million),10:00 PM,*10:30 PM
35386,2015-2016,prime time,Wednesday,Winter,CBS,,2 Broke Girls (#54 - 8.06 million),8:00 PM,8:30 PM
35387,2015-2016,prime time,Wednesday,Winter,CBS,,Mike & Molly (#51 - 8.46 million),8:30 PM,9:00 PM
35388,2015-2016,prime time,Wednesday,Winter,CBS,,Criminal Minds (#16 - 12.21 million),9:00 PM,10:00 PM
35389,2015-2016,prime time,Wednesday,Winter,CBS,,Code Black (#34 - 10.18 million),10:00 PM,*10:30 PM
35390,2015-2016,prime time,Wednesday,,CBS,Follow-up,Survivor: Kaôh Rōng (#26 - 10.99 million),8:00 PM,9:00 PM
35391,2015-2016,prime time,Wednesday,,CBS,Follow-up,Criminal Minds (#16 - 12.21 million),9:00 PM,10:00 PM
35392,2015-2016,prime time,Wednesday,,CBS,Follow-up,Code Black (#34 - 10.18 million),10:00 PM,*10:30 PM
35393,2015-2016,prime time,Wednesday,Spring,CBS,,Survivor: Kaôh Rōng (#26 - 10.99 million),8:00 PM,9:00 PM
35394,2015-2016,prime time,Wednesday,Spring,CBS,,Criminal Minds (#16 - 12.21 million),9:00 PM,10:00 PM
35395,2015-2016,prime time,Wednesday,Spring,CBS,,Criminal Minds: Beyond Borders (#46 - 9.03 million),10:00 PM,*10:30 PM
35396,2015-2016,prime time,Wednesday,Summer,CBS,,Big Brother,8:00 PM,9:00 PM
35397,2015-2016,prime time,Wednesday,Summer,CBS,,Criminal Minds (#16 - 12.21 million),9:00 PM,10:00 PM
35398,2015-2016,prime time,Wednesday,Summer,CBS,,American Gothic,10:00 PM,*10:30 PM
35399,2015-2016,prime time,Wednesday,Fall,The CW,,Arrow (#145 - 2.90 million),8:00 PM,9:00 PM
35400,2015-2016,prime time,Wednesday,Fall,The CW,,Supernatural (#158 - 2.28 million),9:00 PM,10:00 PM
35401,2015-2016,prime time,Wednesday,Fall,The CW,,Local programming,10:00 PM,*10:30 PM
35402,2015-2016,prime time,Wednesday,Summer,The CW,,Penn & Teller: Fool Us,8:00 PM,9:00 PM
35403,2015-2016,prime time,Wednesday,Summer,The CW,,Whose Line Is It Anyway?,9:00 PM,9:30 PM
35404,2015-2016,prime time,Wednesday,Summer,The CW,,Whose Line Is It Anyway? (R),9:30 PM,10:00 PM
35405,2015-2016,prime time,Wednesday,Summer,The CW,,Local programming,10:00 PM,*10:30 PM
35406,2015-2016,prime time,Wednesday,Fall,Fox,,Rosewood (#74 - 6.02 million),8:00 PM,9:00 PM
35407,2015-2016,prime time,Wednesday,Fall,Fox,,Empire (#5 - 15.74 million),9:00 PM,10:00 PM
35408,2015-2016,prime time,Wednesday,Fall,Fox,,Local programming,10:00 PM,*10:30 PM
35409,2015-2016,prime time,Wednesday,Winter,Fox,,American Idol (#19 - 11.52 million),8:00 PM,9:00 PM
35410,2015-2016,prime time,Wednesday,Winter,Fox,,Second Chance (#126 - 3.65 million),9:00 PM,10:00 PM
35411,2015-2016,prime time,Wednesday,Winter,Fox,,Local programming,10:00 PM,*10:30 PM
35412,2015-2016,prime time,Wednesday,,Fox,Follow-up,American Idol (#19 - 11.52 million),8:00 PM,9:00 PM
35413,2015-2016,prime time,Wednesday,,Fox,Follow-up,Hell's Kitchen (#95 - 5.03 million),9:00 PM,10:00 PM
35414,2015-2016,prime time,Wednesday,,Fox,Follow-up,Local programming,10:00 PM,*10:30 PM
35415,2015-2016,prime time,Wednesday,Spring,Fox,,Rosewood (#74 - 6.02 million),8:00 PM,9:00 PM
35416,2015-2016,prime time,Wednesday,Spring,Fox,,Hell's Kitchen (#95 - 5.03 million),9:00 PM,10:00 PM
35417,2015-2016,prime time,Wednesday,Spring,Fox,,Local programming,10:00 PM,*10:30 PM
35418,2015-2016,prime time,Wednesday,,Fox,Follow-up,Rosewood (#74 - 6.02 million),8:00 PM,9:00 PM
35419,2015-2016,prime time,Wednesday,,Fox,Follow-up,Empire (#5 - 15.74 million),9:00 PM,10:00 PM
35421,2015-2016,prime time,Wednesday,Summer,Fox,,MasterChef,8:00 PM,9:00 PM
35422,2015-2016,prime time,Wednesday,Summer,Fox,,Wayward Pines (#138 - 3.06 million),9:00 PM,10:00 PM
35423,2015-2016,prime time,Wednesday,Summer,Fox,,Local programming,10:00 PM,*10:30 PM
35424,2015-2016,prime time,Wednesday,Fall,NBC,,The Mysteries of Laura (#48 - 8.58 million),8:00 PM,9:00 PM
35425,2015-2016,prime time,Wednesday,Fall,NBC,,Law & Order: Special Victims Unit (#52 - 8.31 million),9:00 PM,10:00 PM
35426,2015-2016,prime time,Wednesday,Fall,NBC,,Chicago P.D. (#47 - 8.71 million),10:00 PM,*10:30 PM
35427,2015-2016,prime time,Wednesday,Spring,NBC,,Heartbeat (#96 - 4.97 million),8:00 PM,9:00 PM
35428,2015-2016,prime time,Wednesday,Spring,NBC,,Law & Order: Special Victims Unit (#52 - 8.31 million),9:00 PM,10:00 PM
35429,2015-2016,prime time,Wednesday,Spring,NBC,,Chicago P.D. (#47 - 8.71 million),10:00 PM,*10:30 PM
35430,2015-2016,prime time,Wednesday,Summer,NBC,,American Ninja Warrior,8:00 PM,10:00 PM
35431,2015-2016,prime time,Wednesday,Summer,NBC,,The Night Shift,10:00 PM,*10:30 PM
35432,2015-2016,prime time,Wednesday,,NBC,Follow-up,America's Got Talent,8:00 PM,10:00 PM
35433,2015-2016,prime time,Wednesday,,NBC,Follow-up,The Night Shift,10:00 PM,*10:30 PM
35434,2015-2016,prime time,Wednesday,,NBC,Follow-up,America's Got Talent (R),8:00 PM,9:00 PM
35435,2015-2016,prime time,Wednesday,,NBC,Follow-up,America's Got Talent,9:00 PM,10:00 PM
35437,2015-2016,prime time,Thursday,Fall,ABC,,Grey's Anatomy (#21 - 11.21 million),8:00 PM,9:00 PM
35438,2015-2016,prime time,Thursday,Fall,ABC,,Scandal (#29 - 10.68 million),9:00 PM,10:00 PM
35439,2015-2016,prime time,Thursday,Fall,ABC,,How to Get Away with Murder (#32 - 10.26 million),10:00 PM,*10:30 PM
35440,2015-2016,prime time,Thursday,Winter,ABC,,Beyond the Tank (#131 - 3.43 million),8:00 PM,9:00 PM
35441,2015-2016,prime time,Thursday,Winter,ABC,,My Diet Is Better Than Yours (#154 - 2.50 million),9:00 PM,*10:30 PM
35442,2015-2016,prime time,Thursday,,ABC,Follow-up,Grey's Anatomy (#21 - 11.21 million),8:00 PM,9:00 PM
35443,2015-2016,prime time,Thursday,,ABC,Follow-up,Scandal (#29 - 10.68 million),9:00 PM,10:00 PM
35444,2015-2016,prime time,Thursday,,ABC,Follow-up,How to Get Away with Murder (#32 - 10.26 million),10:00 PM,*10:30 PM
35445,2015-2016,prime time,Thursday,Spring,ABC,,Grey's Anatomy (#21 - 11.21 million),8:00 PM,9:00 PM
35446,2015-2016,prime time,Thursday,Spring,ABC,,Scandal (#29 - 10.68 million),9:00 PM,10:00 PM
35447,2015-2016,prime time,Thursday,Spring,ABC,,The Catch (#67 - 6.58 million),10:00 PM,*10:30 PM
35448,2015-2016,prime time,Thursday,Summer,ABC,,BattleBots,8:00 PM,9:00 PM
35449,2015-2016,prime time,Thursday,Summer,ABC,,Greatest Hits,9:00 PM,10:00 PM
35450,2015-2016,prime time,Thursday,Summer,ABC,,Match Game (R),10:00 PM,*10:30 PM
35451,2015-2016,prime time,Thursday,,ABC,Follow-up,BattleBots,8:00 PM,9:00 PM
35452,2015-2016,prime time,Thursday,,ABC,Follow-up,"The $100,000 Pyramid (R)",9:00 PM,10:00 PM
35453,2015-2016,prime time,Thursday,,ABC,Follow-up,Match Game (R),10:00 PM,*10:30 PM
35454,2015-2016,prime time,Thursday,Fall,CBS,,NFL Thursday Night Kickoff,8:00 PM,8:30 PM
35455,2015-2016,prime time,Thursday,Fall,CBS,,Thursday Night Football (#4 - 17.12 million/continued to game completion),8:30 PM,*10:30 PM
35456,2015-2016,prime time,Thursday,,CBS,Follow-up,The Big Bang Theory (#2 - 20.36 million),8:00 PM,8:30 PM
35457,2015-2016,prime time,Thursday,,CBS,Follow-up,Life in Pieces (#30 - 10.53 million),8:30 PM,9:00 PM
35458,2015-2016,prime time,Thursday,,CBS,Follow-up,Mom (#40 - 9.65 million),9:00 PM,9:30 PM
35459,2015-2016,prime time,Thursday,,CBS,Follow-up,2 Broke Girls (#54 - 8.06 million),9:30 PM,10:00 PM
35460,2015-2016,prime time,Thursday,,CBS,Follow-up,Elementary (#43 - 9.14 million),10:00 PM,*10:30 PM
35461,2015-2016,prime time,Thursday,Winter,CBS,,The Big Bang Theory (#2 - 20.36 million),8:00 PM,8:30 PM
35462,2015-2016,prime time,Thursday,Winter,CBS,,Life in Pieces (#30 - 10.53 million),8:30 PM,9:00 PM
35463,2015-2016,prime time,Thursday,Winter,CBS,,Mom (#40 - 9.65 million),9:00 PM,9:30 PM
35464,2015-2016,prime time,Thursday,Winter,CBS,,Angel from Hell (#45 - 9.04 million),9:30 PM,10:00 PM
35465,2015-2016,prime time,Thursday,Winter,CBS,,Elementary (#43 - 9.14 million),10:00 PM,*10:30 PM
35471,2015-2016,prime time,Thursday,Spring,CBS,,The Big Bang Theory (#2 - 20.36 million),8:00 PM,8:30 PM
35472,2015-2016,prime time,Thursday,Spring,CBS,,The Odd Couple (#49 - 8.57 million),8:30 PM,9:00 PM
35473,2015-2016,prime time,Thursday,Spring,CBS,,Mom (#40 - 9.65 million),9:00 PM,9:30 PM
35474,2015-2016,prime time,Thursday,Spring,CBS,,2 Broke Girls (#54 - 8.06 million),9:30 PM,10:00 PM
35475,2015-2016,prime time,Thursday,Spring,CBS,,Rush Hour (#88 - 5.40 million),10:00 PM,*10:30 PM
35476,2015-2016,prime time,Thursday,Summer,CBS,,The Big Bang Theory (#2 - 20.36 million),8:00 PM,8:30 PM
35477,2015-2016,prime time,Thursday,Summer,CBS,,Life in Pieces (R)[7],8:30 PM,9:00 PM
35478,2015-2016,prime time,Thursday,Summer,CBS,,Big Brother,9:00 PM,10:00 PM
35479,2015-2016,prime time,Thursday,Summer,CBS,,Code Black (R)[8],10:00 PM,*10:30 PM
35480,2015-2016,prime time,Thursday,Fall,The CW,,The Vampire Diaries (#173 - 1.77 million),8:00 PM,9:00 PM
35481,2015-2016,prime time,Thursday,Fall,The CW,,The Originals (#181 - 1.44 million),9:00 PM,10:00 PM
35482,2015-2016,prime time,Thursday,Fall,The CW,,Local programming,10:00 PM,*10:30 PM
35483,2015-2016,prime time,Thursday,Winter,The CW,,Legends of Tomorrow (#135 - 3.16 million),8:00 PM,9:00 PM
35484,2015-2016,prime time,Thursday,Winter,The CW,,The 100 (#165 - 1.94 million),9:00 PM,10:00 PM
35485,2015-2016,prime time,Thursday,Winter,The CW,,Local programming,10:00 PM,*10:30 PM
35486,2015-2016,prime time,Thursday,Summer,The CW,,Legends of Tomorrow (#135 - 3.16 million),8:00 PM,9:00 PM
35487,2015-2016,prime time,Thursday,Summer,The CW,,Beauty & the Beast,9:00 PM,10:00 PM
35488,2015-2016,prime time,Thursday,Summer,The CW,,Local programming,10:00 PM,*10:30 PM
35489,2015-2016,prime time,Thursday,Fall,Fox,,Bones (#64 - 6.89 million),8:00 PM,9:00 PM
35490,2015-2016,prime time,Thursday,Fall,Fox,,Sleepy Hollow (#99 - 4.82 million),9:00 PM,10:00 PM
35491,2015-2016,prime time,Thursday,Fall,Fox,,Local programming,10:00 PM,*10:30 PM
35492,2015-2016,prime time,Thursday,Winter,Fox,,American Idol (#23 - 11.12 million),8:00 PM,10:00 PM
35493,2015-2016,prime time,Thursday,Winter,Fox,,Local programming,10:00 PM,*10:30 PM
35494,2015-2016,prime time,Thursday,Spring,Fox,,Bones (#64 - 6.89 million),8:00 PM,9:00 PM
35495,2015-2016,prime time,Thursday,Spring,Fox,,American Grit (#156 - 2.41 million),9:00 PM,10:00 PM
35496,2015-2016,prime time,Thursday,Spring,Fox,,Local programming,10:00 PM,*10:30 PM
35497,2015-2016,prime time,Thursday,Summer,Fox,,Bones (#64 - 6.89 million),8:00 PM,9:00 PM
35498,2015-2016,prime time,Thursday,Summer,Fox,,Home Free,9:00 PM,10:00 PM
35499,2015-2016,prime time,Thursday,Summer,Fox,,Local programming,10:00 PM,*10:30 PM
35500,2015-2016,prime time,Thursday,Fall,NBC,,Heroes Reborn (#68 - 6.40 million),8:00 PM,9:00 PM
35501,2015-2016,prime time,Thursday,Fall,NBC,,The Blacklist (#22 - 11.20 million),9:00 PM,10:00 PM
35502,2015-2016,prime time,Thursday,Fall,NBC,,The Player (#71 - 6.16 million),10:00 PM,*10:30 PM
35503,2015-2016,prime time,Thursday,Winter,NBC,,Heroes Reborn (#68 - 6.40 million),8:00 PM,9:00 PM
35504,2015-2016,prime time,Thursday,Winter,NBC,,The Blacklist (#22 - 11.20 million),9:00 PM,10:00 PM
35505,2015-2016,prime time,Thursday,Winter,NBC,,Shades of Blue (#35 - 9.87 million),10:00 PM,*10:30 PM
35506,2015-2016,prime time,Thursday,,NBC,Follow-up,"You, Me and the Apocalypse (#128 - 3.58 million)",8:00 PM,9:00 PM
35507,2015-2016,prime time,Thursday,,NBC,Follow-up,The Blacklist (#22 - 11.20 million),9:00 PM,10:00 PM
35508,2015-2016,prime time,Thursday,,NBC,Follow-up,Shades of Blue (#35 - 9.87 million),10:00 PM,*10:30 PM
35509,2015-2016,prime time,Thursday,Spring,NBC,,Strong (#142 - 2.97 million),8:00 PM,9:00 PM
35510,2015-2016,prime time,Thursday,Spring,NBC,,The Blacklist (#22 - 11.20 million),9:00 PM,10:00 PM
35511,2015-2016,prime time,Thursday,Spring,NBC,,Game of Silence (#107 - 4.42 million),10:00 PM,*10:30 PM
35512,2015-2016,prime time,Thursday,Summer,NBC,,Spartan: Ultimate Team Challenge (R),8:00 PM,9:00 PM
35513,2015-2016,prime time,Thursday,Summer,NBC,,Spartan: Ultimate Team Challenge,9:00 PM,10:00 PM
35514,2015-2016,prime time,Thursday,Summer,NBC,,Aquarius,10:00 PM,*10:30 PM
35515,2015-2016,prime time,Thursday,,NBC,Follow-up,Encore Programming,8:00 PM,*10:30 PM
35516,2015-2016,prime time,Friday,Fall,ABC,,Last Man Standing (#56 - 7.97 million),8:00 PM,8:30 PM
35517,2015-2016,prime time,Friday,Fall,ABC,,Dr. Ken (#72 - 6.14 million),8:30 PM,9:00 PM
35518,2015-2016,prime time,Friday,Fall,ABC,,Shark Tank (#63 - 7.06 million),9:00 PM,10:00 PM
35519,2015-2016,prime time,Friday,Fall,ABC,,20/20 (#75 - 6.01 million),10:00 PM,*10:30 PM
35520,2015-2016,prime time,Friday,Spring,ABC,,Beyond the Tank (#131 - 3.43 million),8:00 PM,9:00 PM
35521,2015-2016,prime time,Friday,Spring,ABC,,Shark Tank (#63 - 7.06 million),9:00 PM,10:00 PM
35522,2015-2016,prime time,Friday,Spring,ABC,,20/20 (#75 - 6.01 million),10:00 PM,*10:30 PM
35523,2015-2016,prime time,Friday,Summer,ABC,,Shark Tank (R),8:00 PM,9:00 PM
35524,2015-2016,prime time,Friday,Summer,ABC,,Primetime: What Would You Do?,9:00 PM,10:00 PM
35525,2015-2016,prime time,Friday,Summer,ABC,,20/20 (#75 - 6.01 million),10:00 PM,*10:30 PM
35526,2015-2016,prime time,Friday,Fall,CBS,,The Amazing Race 27 (#58 - 7.57 million),8:00 PM,9:00 PM
35527,2015-2016,prime time,Friday,Fall,CBS,,Hawaii Five-0 (#25 - 11.04 million),9:00 PM,10:00 PM
35528,2015-2016,prime time,Friday,Fall,CBS,,Blue Bloods (#10 - 13.08 million),10:00 PM,*10:30 PM
35529,2015-2016,prime time,Friday,Winter,CBS,,Undercover Boss (#61 - 7.19 million),8:00 PM,9:00 PM
35530,2015-2016,prime time,Friday,Winter,CBS,,Hawaii Five-0 (#25 - 11.04 million),9:00 PM,10:00 PM
35531,2015-2016,prime time,Friday,Winter,CBS,,Blue Bloods (#10 - 13.08 million),10:00 PM,*10:30 PM
35532,2015-2016,prime time,Friday,,CBS,Follow-up,The Amazing Race 28 (#58 - 7.57 million),8:00 PM,9:00 PM
35533,2015-2016,prime time,Friday,,CBS,Follow-up,Hawaii Five-0 (#25 - 11.04 million),9:00 PM,10:00 PM
35534,2015-2016,prime time,Friday,,CBS,Follow-up,Blue Bloods (#10 - 13.08 million),10:00 PM,*10:30 PM
35535,2015-2016,prime time,Friday,Summer,CBS,,NCIS: Los Angeles (R),8:00 PM,9:00 PM
35536,2015-2016,prime time,Friday,Summer,CBS,,Hawaii Five-0 (#25 - 11.04 million),9:00 PM,10:00 PM
35537,2015-2016,prime time,Friday,Summer,CBS,,Blue Bloods (#10 - 13.08 million),10:00 PM,*10:30 PM
35538,2015-2016,prime time,Friday,Fall,The CW,,Reign (#186 - 1.38 million),8:00 PM,9:00 PM
35539,2015-2016,prime time,Friday,Fall,The CW,,America's Next Top Model (#176 - 1.59 million),9:00 PM,10:00 PM
35540,2015-2016,prime time,Friday,Fall,The CW,,Local programming,10:00 PM,*10:30 PM
35541,2015-2016,prime time,Friday,Winter,The CW,,The Vampire Diaries (#173 - 1.77 million),8:00 PM,9:00 PM
35542,2015-2016,prime time,Friday,Winter,The CW,,The Originals (#181 - 1.44 million),9:00 PM,10:00 PM
35543,2015-2016,prime time,Friday,Winter,The CW,,Local programming,10:00 PM,*10:30 PM
35544,2015-2016,prime time,Friday,Spring,The CW,,Masters of Illusion (#183 - 1.39 million),8:00 PM,9:00 PM
35545,2015-2016,prime time,Friday,Spring,The CW,,Penn & Teller: Fool Us (R),9:00 PM,10:00 PM
35546,2015-2016,prime time,Friday,Spring,The CW,,Local programming,10:00 PM,*10:30 PM
35547,2015-2016,prime time,Friday,Fall,Fox,,MasterChef Junior (#81 - 5.69 million),8:00 PM,9:00 PM
35548,2015-2016,prime time,Friday,Fall,Fox,,World's Funniest (#160 - 2.18 million),9:00 PM,10:00 PM
35549,2015-2016,prime time,Friday,Fall,Fox,,Local programming,10:00 PM,*10:30 PM
35550,2015-2016,prime time,Friday,Winter,Fox,,MasterChef Junior (#81 - 5.69 million),8:00 PM,9:00 PM
35551,2015-2016,prime time,Friday,Winter,Fox,,Hell's Kitchen (#95 - 5.03 million),9:00 PM,10:00 PM
35552,2015-2016,prime time,Friday,Winter,Fox,,Local programming,10:00 PM,*10:30 PM
35553,2015-2016,prime time,Friday,,Fox,Follow-up,Sleepy Hollow (#99 - 4.82 million),8:00 PM,9:00 PM
35554,2015-2016,prime time,Friday,,Fox,Follow-up,Second Chance (#126 - 3.65 million),9:00 PM,10:00 PM
35555,2015-2016,prime time,Friday,,Fox,Follow-up,Local programming,10:00 PM,*10:30 PM
35556,2015-2016,prime time,Friday,Spring,Fox,,Hell's Kitchen (R),8:00 PM,9:00 PM
35557,2015-2016,prime time,Friday,Spring,Fox,,Hell's Kitchen (#95 - 5.03 million),9:00 PM,10:00 PM
35558,2015-2016,prime time,Friday,Spring,Fox,,Local programming,10:00 PM,*10:30 PM
35559,2015-2016,prime time,Friday,,Fox,Follow-up,Fox Movie Special,8:00 PM,10:00 PM
35561,2015-2016,prime time,Friday,Summer,Fox,,Rosewood (R),8:00 PM,9:00 PM
35562,2015-2016,prime time,Friday,Summer,Fox,,MasterChef (R),9:00 PM,10:00 PM
35563,2015-2016,prime time,Friday,Summer,Fox,,Local programming,10:00 PM,*10:30 PM
35564,2015-2016,prime time,Friday,Fall,NBC,,Encore programming,8:00 PM,9:00 PM
35565,2015-2016,prime time,Friday,Fall,NBC,,Dateline NBC,9:00 PM,*10:30 PM
35566,2015-2016,prime time,Friday,,NBC,Follow-up,Undateable (#133 - 3.24 million),8:00 PM,8:30 PM
35567,2015-2016,prime time,Friday,,NBC,Follow-up,Truth Be Told (#152 - 2.57 million),8:30 PM,9:00 PM
35568,2015-2016,prime time,Friday,,NBC,Follow-up,Grimm (#76 - 5.97 million),9:00 PM,10:00 PM
35569,2015-2016,prime time,Friday,,NBC,Follow-up,Dateline NBC (#77 - 5.85 million),10:00 PM,*10:30 PM
35570,2015-2016,prime time,Friday,Winter,NBC,,Undateable (#133 - 3.24 million),8:00 PM,8:30 PM
35571,2015-2016,prime time,Friday,Winter,NBC,,Encore programming,8:30 PM,9:00 PM
